,Compound,No.,SMILES,Name,CI-Obs.,CI-Cal.,Test,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
34,Ganciclovir,35,NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2,Ganciclovir,0.17,0.08,0,11.455587522045855,-0.6867072940287231,11.455587522045855,0.015555555555555545,0.48549305762214917,255.23399999999998,242.12999999999997,255.096753896,98,0,0.30212374581071927,-0.39358128705814605,0.39358128705814605,0.30212374581071927,1.5,2.2222222222222223,2.888888888888889,2.265207858895495,588.1457870436972,13.120955864630139,9.405935709556038,9.405935709556038,8.651397005390978,5.193181524289552,5.193181524289552,3.621689933396471,3.621689933396471,2.365374285639185,2.365374285639185,1.428192247079981,1.428192247079981,-1.97,15234.685476109855,12.485967138919989,5.123500477711226,2.321841797939783,100.85433749022316,25.667563741590854,18.481960356015513,5.516700717616262,5.948339280986494,0.0,5.559266895052008,9.361636831863176,4.9839785209472085,4.9839785209472085,0.0,0.0,0.0,0.0,19.541084003790377,14.94991774348146,17.112217219370482,0.0,19.51903521063298,0.0,12.834783135247786,18.94743140618802,16.68112415388837,0.0,0.0,11.292934372214193,5.948339280986494,0.0,0.0,49.04982031708853,11.467679701299534,0.0,0.0,11.121857258836364,0.0,11.16387793838399,0.0,139.28,11.66323328280031,4.794537184071822,0.0,31.409620675128078,5.647177220767728,0.0,10.894419722555895,0.0,0.0,14.951935562841626,20.683585220643646,6.705515873015873,0.0,21.554368701184178,17.71692874989502,5.43280554505753,-0.018410756277819296,0.0,0.6977125850340131,-0.5889206979087926,0.0,0.4444444444444444,18,5,9,0,0,0,0,2,2,8,4,9,5,0,0,0,2,-1.9708999999999997,61.60570000000001,0,2,2,1,0,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Glucose,36,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Glucose,0.26,0.5,1,9.119537037037038,-1.5689351851851854,9.119537037037038,0.5257870370370368,0.29015285452995804,180.156,168.05999999999997,180.063388104,72,0,0.183570328512782,-0.3935665160029449,0.3935665160029449,0.183570328512782,0.9166666666666666,1.5,2.0,2.6344089870615974,146.2188491003481,9.300964908321225,6.238174395098331,6.238174395098331,5.574586062669973,3.562009469593711,3.562009469593711,2.719449317389575,2.719449317389575,1.867059489777345,1.867059489777345,1.0817338105856498,1.0817338105856498,-0.24000000000000002,454.5175035427365,9.845034013605442,3.6489161032347726,1.5817587586505184,68.64284443677029,30.269499928003576,24.41586555099321,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,30.269499928003576,0.0,0.0,0.0,0.0,30.70589228032842,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.84541121904486,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,110.38000000000001,37.312774244841336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,25.532636974203527,4.575925925925926,0.0,0.0,44.65722222222222,0.0,0.0,0.0,-7.040694444444446,-0.5257870370370368,0.0,1.0,12,5,6,0,1,1,0,0,0,6,5,6,1,0,1,1,1,-3.2214000000000005,35.986,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Hydralazine,37,NNC1=C2C=CC=CC2=CN=N1,Hydralazine,0.61,0.62,0,5.263408919123204,0.6047222222222224,5.263408919123204,0.6047222222222224,0.480554166108739,160.17999999999998,152.11599999999999,160.074896256,60,0,0.1700333745029285,-0.30645386568112576,0.30645386568112576,0.1700333745029285,1.25,2.0833333333333335,2.9166666666666665,2.790967029739264,393.68492278413083,8.38890505706126,6.358528806137672,6.358528806137672,5.915014900172529,3.5865062258763927,3.5865062258763927,2.4247643124082674,2.4247643124082674,1.7071845668031875,1.7071845668031875,1.134526722021128,1.134526722021128,-1.6799999999999997,902.1138495051405,6.99549850790995,2.7488119763581453,0.9807788404338078,69.38070608238566,5.425791397110385,0.0,5.817862777835028,0.0,0.0,0.0,0.0,5.842670270266239,5.098681808301038,5.098681808301038,24.26546827384644,0.0,10.772448428929591,6.196843571613076,0.0,16.59031120676462,0.0,10.197363616602075,5.842670270266239,0.0,5.425791397110385,30.462311845459517,0.0,0.0,11.268461667376624,5.817862777835028,0.0,0.0,10.197363616602075,0.0,0.0,0.0,30.462311845459517,0.0,10.772448428929591,0.0,63.83,0.0,0.0,0.0,0.0,5.817862777835028,10.772448428929591,0.0,6.196843571613076,24.26546827384644,15.62315501371246,5.842670270266239,0.0,0.0,0.0,9.640092592592593,2.4963425925925926,5.868131141345427,7.790896636432351,1.704537037037037,0.0,0.0,0.0,12,3,4,0,0,0,1,1,2,4,2,4,1,0,0,0,2,0.9154000000000001,47.34810000000001,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Indinavir,38,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,Indinavir,0.39,0.34,0,13.809625991907424,-0.833277682731598,13.809625991907424,0.07124852016408312,0.2628234200956571,613.8030000000002,566.4270000000002,613.3628049839999,240,0,0.23859013760972772,-0.39176882691863324,0.39176882691863324,0.23859013760972772,1.0,1.7333333333333334,2.466666666666667,1.285219856564186,1413.701990345549,31.97611624794227,26.601723653333167,26.601723653333167,21.552665148020626,16.010616163128326,16.010616163128326,13.579090160787672,13.579090160787672,8.70448262056763,8.70448262056763,6.564980489820982,6.564980489820982,-3.629999999999999,9690025118.395958,32.754084204864384,14.643085866126452,8.976638083300317,266.21838079115093,20.846631997694075,6.041840829147961,0.0,11.814359458703011,0.0,0.0,24.372872350791805,0.0,0.0,0.0,60.6636706846161,61.93302788017348,62.99512209425977,18.249773604644567,19.802129157825057,11.814359458703011,0.0,25.417375190660824,5.917906046161393,76.40897255993835,26.1790256236503,101.37753086309188,0.0,0.0,10.633577208012662,0.0,0.0,0.0,86.77893671171081,28.975474019908237,5.917906046161393,55.48768001793382,79.12372489630388,0.0,0.0,0.0,118.03000000000002,35.74844573233727,19.802129157825057,0.0,24.779937487541595,32.475912463589744,28.798562372700555,0.0,6.196843571613076,93.69809292376269,25.417375190660824,0.0,0.0,0.0,35.887265478181696,28.505208258305196,3.6766292690542657,-0.7813825973835404,20.626342850020876,3.26034436543665,8.742259043051524,0.0,0.4722222222222222,45,4,9,1,1,2,2,1,3,7,4,9,11,0,1,1,5,2.866900000000002,174.06699999999952,0,2,2,0,0,1,0,0,0,0,2,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,Indomethacin,39,COC1=CC=C2N(C(=O)C3=CC=C(Cl)C=C3)C(C)=C(CC(O)=O)C2=C1,Indomethacin,0.72,0.58,1,12.987203404509952,-0.9547112899593058,12.987203404509952,0.17023930251112818,0.7678065120522065,357.7930000000002,341.66500000000013,357.0767856719999,128,0,0.3074078016334054,-0.49674295951740394,0.49674295951740394,0.3074078016334054,1.16,1.84,2.44,2.232371733378278,973.2479304430422,18.137463722575188,13.745695200914662,14.501624146933118,11.917922655570505,7.62053801160924,7.9985024846184665,5.665014130168132,6.101449910640117,4.164153695808129,4.416130011147613,2.9470046898944995,3.072992847564242,-2.7899999999999996,468921.44290781184,17.04669994118993,6.607181634243952,3.1046664994872564,148.94809374556095,9.843390348640755,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,14.156174015934997,0.0,0.0,0.0,11.600939890232516,54.951758170618895,21.66623701475158,19.047319881819803,19.4324647167844,34.380349839616926,0.0,4.567099647791355,0.0,13.344558822616634,7.109797541277533,64.30803377121505,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,28.659909601212945,11.21535880699783,6.923737199690624,21.615368162314272,42.46456947923127,5.022633313741326,10.902924932081056,0.0,68.53,5.969305287951849,14.69560176298435,0.0,12.328001352277514,38.495901057348746,0.0,4.567099647791355,56.49810422019943,0.0,0.0,16.337802844032566,6.771390964635012,5.886218622440131,24.25277154793659,10.472007186275013,2.324916339478179,-0.5832270646754769,11.866282421404778,-0.17023930251112818,1.7485792845944963,1.5424111115335168,0.15789473684210525,25,1,5,0,0,0,2,1,3,4,1,6,4,0,0,0,3,3.9273200000000026,95.74730000000005,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,L-Alpha-acetyl-N-normethadol,40,CC[C@H](OC(C)=O)C(C[C@H](C)NC)(C1=CC=CC=C1)C1=CC=CC=C1,Alpha_acetyl_N_normethadol,0.8,0.88,1,11.839839616402116,-0.3974537037037036,11.839839616402116,0.23092592592592642,0.7283153153361737,339.47900000000004,310.24700000000007,339.21982916800005,134,0,0.30244287427716254,-0.46126210384636257,0.46126210384636257,0.30244287427716254,1.04,1.52,1.88,2.699578453285457,614.7421416714783,18.286246282559794,15.658913373576334,15.658913373576334,12.040077778494453,8.997175046992096,8.997175046992096,6.603573314661422,6.603573314661422,4.927455207215089,4.927455207215089,3.6944726425180154,3.6944726425180154,-2.1299999999999994,395267.52138512774,19.19812843061907,8.816460640135487,4.288766265757766,150.96284798268576,10.05365155780638,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,67.58740788430673,37.93995541161382,12.965578028838586,5.41499046939678,9.53140013787187,5.969305287951849,0.0,5.316788604006331,0.0,51.17365253121693,7.04767198267719,71.7905736680101,0.0,0.0,5.316788604006331,0.0,0.0,0.0,25.162784487525304,14.94639060726865,0.0,44.73975782831788,60.6636706846161,0.0,0.0,0.0,38.33,5.41499046939678,4.794537184071822,0.0,18.115112504848113,0.0,12.841643245852019,18.050640183084614,0.0,19.18040611960041,67.69519955108046,4.736862953800049,5.852531179138323,0.0,11.839839616402116,3.351499433106576,1.9569907407407414,-0.23592781557067233,21.08542406777526,1.3554988662131517,5.740377692743764,1.9704328861174099,0.4090909090909091,25,1,3,0,0,0,2,0,2,3,1,3,8,0,0,0,2,4.312400000000004,102.64770000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,L-Alphacetylmethadol,41,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Alphacetylmethadol,0.95,0.92,0,11.909380511463844,-0.3962037037037036,11.909380511463844,0.229444444444445,0.6468185140544594,353.50600000000003,322.2580000000001,353.23547923200005,140,0,0.3024428742810563,-0.461262102709447,0.461262102709447,0.3024428742810563,1.0,1.4615384615384615,1.8076923076923077,2.7124078628276305,642.3687105425691,19.15648977056287,16.606126969076293,16.606126969076293,12.412756578556627,9.361125993144363,9.361125993144363,7.226483350816362,7.226483350816362,5.305427098854341,5.305427098854341,3.7579888386092613,3.7579888386092613,-2.1299999999999994,561815.4898124865,20.185205615238647,8.996215204344972,4.336144776515299,157.53776158367765,9.636772684650527,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,67.58740788430673,44.98762739429101,12.965578028838586,5.41499046939678,9.53140013787187,5.969305287951849,0.0,4.899909730850478,0.0,51.17365253121693,14.09534396535438,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,37.11036620105297,14.94639060726865,0.0,44.73975782831788,60.6636706846161,0.0,0.0,0.0,29.54,5.41499046939678,4.794537184071822,0.0,12.073271675700152,6.041840829147961,12.841643245852019,18.050640183084614,0.0,12.13273413692322,81.373664643279,4.736862953800049,5.8970323129251705,0.0,14.132711010330057,0.0,1.979722222222223,-0.23093206727135263,21.24834687578735,1.3849707105064244,5.813949829931973,4.19086577223482,0.43478260869565216,26,0,3,0,0,0,2,0,2,3,0,3,8,0,0,0,2,4.654600000000005,107.27500000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Lamivudine,42,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,Lamivudine,0.23,0.19,0,11.442129157218442,-0.4313057445200299,11.442129157218442,0.05722403313177127,0.7038615838122525,229.26099999999997,218.17299999999997,229.052112212,82,0,0.35114912918772,-0.39275837743683834,0.39275837743683834,0.35114912918772,1.8,2.6,3.2,2.2042997522549417,408.36352218380654,10.836498814253964,7.867350566212689,8.683847147140416,7.2027086004072345,4.430532183225075,5.479286973205731,3.078449863232954,4.2708999529628295,2.0444089211085625,3.1539803063209466,1.3300631676724357,2.2607508790732913,-1.0499999999999998,3818.107941542383,10.467220165322534,4.213446893102682,2.137865937402115,90.06690967616714,15.577057825802939,17.481762320138984,0.0,0.0,0.0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,11.761884949391115,0.0,6.06636706846161,11.949697178359866,6.606881964512918,9.843390348640755,17.57974772722614,0.0,9.551078168738563,0.0,11.663899542303952,18.09340304842189,22.747491222349982,0.0,0.0,11.423410875365658,5.817862777835028,0.0,11.761884949391115,32.453339506408064,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,90.37,5.689743398203474,4.794537184071822,0.0,24.088644284651902,5.752853606746789,0.0,16.32898459718247,12.263210640074686,0.0,4.9839785209472085,15.577057825802939,6.786462585034014,1.467232379062736,15.044570105820105,8.87527893256068,4.6734825365331325,0.8167649544385663,1.5433522297808013,1.1834136432350715,-0.05722403313177127,0.0,0.5,15,3,6,0,1,1,0,1,1,7,2,7,2,0,1,1,2,-0.5941000000000005,56.36320000000002,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,Lysine,43,NCCCC[C@H](N)C(O)=O,Lysine,0.35,0.29,0,10.137221749811035,-0.9333134920634916,10.137221749811035,0.5203703703703704,0.45717715849655716,146.19,132.07799999999997,146.105527688,60,0,0.3199673002470266,-0.480086447570925,0.480086447570925,0.3199673002470266,1.5,2.1,2.5,3.2148768968244483,105.9209386162151,7.983127663125442,5.915939818278889,5.915939818278889,4.680739212552622,3.366235991837783,3.366235991837783,2.2291877906591533,2.2291877906591533,1.286449931672767,1.286449931672767,0.6320636249442056,0.6320636249442056,-0.6100000000000001,133.50932524176955,9.39,5.19660435670694,4.286691532146363,60.199498846077795,16.573862349165076,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,6.4208216229260096,19.386399651764595,0.0,0.0,9.901064578912528,5.969305287951849,0.0,0.0,11.46733495432437,25.30430569792599,6.544756405912575,0.0,0.0,0.0,11.46733495432437,0.0,0.0,0.0,23.66242991785309,4.794537184071822,0.0,19.26246486877803,0.0,0.0,0.0,0.0,89.34,12.011146117099809,4.794537184071822,0.0,0.0,12.965578028838586,12.841643245852019,0.0,0.0,0.0,0.0,16.573862349165076,0.0,0.0,10.137221749811035,8.325077475434618,10.419494047619049,-0.9333134920634916,-0.716157407407408,2.1641666666666666,0.6035109599395314,0.0,0.8333333333333334,10,5,4,0,0,0,0,0,0,3,3,4,5,0,0,0,0,-0.4726999999999995,38.5166,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,Lopinavir,44,O[C@@H]([C@@H]1CCCCN1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F,Lopinavir,0.73,0.6,0,13.237431215369527,-4.929202963592844,13.237431215369527,0.1317606764928192,0.7594432549357211,378.316,362.18799999999993,378.11668245199996,142,0,0.4328703916967416,-0.38675647277610126,0.4328703916967416,0.38675647277610126,1.0769230769230769,1.8076923076923077,2.3846153846153846,2.231131131977441,796.1652860026105,19.112519696192862,13.454742768939225,13.454742768939225,12.087353528756823,8.083158392900815,8.083158392900815,6.295218249915575,6.295218249915575,4.515544520122086,4.515544520122086,3.2583650873791967,3.2583650873791967,-1.8700000000000006,489592.46704897314,18.90731100744621,6.69608628988195,3.6358416318100404,144.58372974718378,10.423315998847038,5.693927994848461,0.0,0.0,0.0,12.35259703488695,0.0,4.9839785209472085,26.34249028604892,0.0,18.55355575984923,37.08258528038481,11.428065043612756,17.184118597061563,31.449017680889625,10.902924932081056,0.0,10.30076712495354,0.0,43.760869120561246,6.544756405912575,41.08629925208889,0.0,0.0,5.316788604006331,26.34249028604892,0.0,0.0,22.67710315084845,12.35259703488695,0.0,42.18726223476878,24.26546827384644,0.0,10.902924932081056,0.0,45.15,41.272484455944934,31.449017680889625,0.0,10.949675706161791,25.098312165761804,18.90801031431363,6.06636706846161,0.0,0.0,10.30076712495354,0.0,79.2783187783837,0.0,3.224566326530612,13.46775262188209,-3.7173868312757206,0.0,3.1550762944066513,-8.996295310045761,0.5879681201184177,0.0,0.47058823529411764,26,2,3,0,1,1,1,1,2,3,2,9,2,0,1,1,3,4.447900000000002,82.34850000000002,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,Meropenem,46,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,Meropenem,0.08,0.16,0,12.34083945732665,-1.1193362097925583,12.34083945732665,0.0075690757121138486,0.5588251961475822,383.47000000000014,358.2700000000001,383.1514919,144,0,0.3529624511550459,-0.47653913720536645,0.47653913720536645,0.3529624511550459,1.3846153846153846,2.0384615384615383,2.576923076923077,1.7804410752197173,677.3094980085931,19.333980624211332,15.300162721366137,16.11665930229386,12.145642165489814,8.745150341560766,9.624803152815659,7.440965420584293,8.783160753273924,5.434122164109861,6.945640336942414,4.151087228171758,5.629801743080049,-1.58,527310.3693919296,19.189065024833226,6.861797828465618,2.9134612507464452,156.13690171930668,25.329662855388698,5.697039313055833,0.0,11.814359458703011,0.0,5.969305287951849,9.589074368143644,4.794537184071822,0.0,11.761884949391115,6.923737199690624,13.344558822616634,36.71308096130057,24.10555409220562,24.596666341896878,29.545549696045974,0.0,15.116608065707286,11.835812092322787,43.70588209833366,20.640100371266954,10.60217582694588,0.0,0.0,5.316788604006331,0.0,0.0,11.761884949391115,81.8742254453306,14.383611552215466,11.835812092322787,20.268296022307258,10.60217582694588,0.0,0.0,0.0,110.18,17.991177721861547,24.596666341896878,0.0,40.76292450619833,17.87071454272863,0.0,16.66179468024159,25.918990895895483,6.923737199690624,5.316788604006331,0.0,0.0,1.4455489417989416,39.79453641171038,22.78349412655908,0.03869084362139952,-2.1355823198833654,-0.5679388699924424,-0.19045316032238857,4.078991593423412,3.419379099751644,0.7058823529411765,26,3,8,0,3,3,0,0,0,6,3,9,5,0,2,2,3,-0.30799999999999855,96.11130000000006,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,Metaclopramide,47,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,Metaclopramide,0.4,0.65,0,12.136979717813052,-0.21212396069538908,12.136979717813052,0.21212396069538908,0.7558132464087878,299.8020000000001,277.626,299.14005462399996,112,0,0.2546465849307497,-0.4958418391220392,0.4958418391220392,0.2546465849307497,1.4,2.05,2.6,2.6993698551050787,461.97739235477394,15.120955864630139,12.20215258175198,12.958081527770435,9.527605765303287,6.665304741423288,7.043269214432516,4.356788180024037,4.763988306764643,3.1714456944663425,3.4987725298203314,1.8780472915002753,2.0417107091772695,-1.4600000000000002,23853.65052995242,16.593937432578212,7.968039579443504,4.28252067886105,124.57886014192627,20.687228765819043,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,25.448414289613766,19.15587988028676,19.15587988028676,23.383268621399417,9.53140013787187,23.195505894267583,0.0,10.216698334856808,0.0,13.847474399381248,39.02249064209002,22.71881894236154,0.0,5.749511833283905,15.787319034968565,5.687386274683562,5.749511833283905,11.600939890232516,44.09591262512983,0.0,0.0,24.205463075150064,12.13273413692322,5.022633313741326,0.0,0.0,67.59,0.0,4.794537184071822,0.0,5.907179729351506,28.567739319318363,19.634269217737724,13.176164609739143,6.06636706846161,0.0,24.064172734238056,22.07147032119475,5.162170493197279,5.947448979519535,14.366614657694354,3.2063410703787696,6.477354097388369,0.2112456433190566,3.0874031557067267,0.0,7.490470702871497,1.4953956443688585,0.5,20,3,5,0,0,0,1,0,1,4,2,6,7,0,0,0,1,2.0023999999999997,82.53760000000004,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
